time,class,conf,uL,vL,uR,vR,x,y,z,mode,gap,epi_err,height
1762508121.962,fire,0.72,651.7,367.0,562.0005872542199,365.8685892749135,0.057,0.017,-0.0,stereo,0.021609530333254395,2.0092884381612683,0.0
1762508122.409,fire,0.78,619.3,380.3,523.2592032919276,379.5428659475275,-0.096,-0.062,-0.001,stereo,0.012698497397036827,1.836865478099291,0.001
1762508122.986,fire,0.77,624.5,356.3,536.2276376475254,353.51853668650347,-0.045,0.012,-0.006,stereo,0.0202442233891779,1.40493391043101,0.006
1762508123.329,fire,0.62,633.4,370.2,,,0.009,0.012,0.0,plane,,,0.0
1762508123.692,fire,0.61,629.6,333.0,,,0.047,-0.047,0.0,plane,,,0.0
1762508124.068,fire,0.85,635.5,342.5,551.2037794806456,340.95982285874646,-0.007,-0.001,-0.006,stereo,0.007652535665712794,1.9992169094965302,0.006
1762508124.351,fire,0.81,634.8,349.2,561.7007284511377,352.2794559132403,-0.05,-0.003,-0.007,stereo,0.011131448747105217,1.218596208643949,0.007
1762508124.803,fire,0.89,651.1,357.3,565.6835420576034,358.59278640699796,0.053,0.025,-0.015,stereo,0.021128318256350503,1.2887271013974158,0.015
1762508125.148,smoke,0.71,652.9,370.8,577.5103699694178,372.4377173884812,0.027,0.031,-0.635,stereo,0.020060217916520635,1.2595908813370795,0.635
1762508125.611,fire,0.9,632.8,348.5,550.0080107391123,346.54051988108563,-0.011,-0.123,-0.006,stereo,0.013708216821794746,1.546589020538768,0.006
1762508125.992,fire,0.8,622.5,357.3,536.8014584235161,360.94416366594965,-0.043,0.014,-0.015,stereo,0.017042028313255356,0.9450875502241817,0.015
1762508126.547,fire,0.71,648.7,350.8,556.1001872115695,348.66788720817436,0.06,-0.002,-0.004,stereo,0.02159067396974155,0.8211029200041087,0.004
1762508126.818,fire,0.81,648.0,347.0,550.3520386081126,345.5778820819163,0.061,-0.027,-0.003,stereo,0.02097398563217729,1.9562136156816654,0.003
1762508127.316,fire,0.74,631.4,355.4,551.0222203041943,351.94225514637867,0.027,-0.027,-0.004,stereo,0.021429971118263662,0.8414290802320105,0.004
1762508127.703,fire,0.95,620.6,363.5,533.2039523841592,364.1063208051733,0.037,0.067,-0.029,stereo,0.013302461726429526,1.2795121858347729,0.029
1762508127.97,fire,0.72,629.5,371.4,549.2160193783117,367.67193999117995,0.073,0.049,-0.002,stereo,0.02097883090624314,2.165789094871536,0.002
1762508128.374,fire,0.72,646.4,367.8,563.003408050508,366.95931817670146,0.123,-0.065,-0.013,stereo,0.011566412412105476,0.835868587803159,0.013
1762508128.798,fire,0.8,636.1,376.0,548.7762014450581,377.61336985670647,0.039,0.059,-0.007,stereo,0.020986715069842024,0.9818553685547151,0.007
1762508129.214,fire,0.83,598.4,365.0,518.6659723252325,362.1904483056103,-0.006,0.001,-0.003,stereo,0.02170219362004803,1.4035076185190083,0.003
1762508129.641,fire,0.91,634.2,366.2,536.1531304481026,369.7644441242163,0.007,0.058,-0.007,stereo,0.011934597144666707,1.3376226512711968,0.007
1762508130.077,fire,0.82,609.3,371.8,520.4209108402063,371.4163450936466,-0.066,0.124,-0.015,stereo,0.008470769408354279,0.9965004733819594,0.015
1762508130.588,fire,0.9,633.1,350.7,547.0473933058619,349.42767654930145,-0.014,-0.047,-0.011,stereo,0.00711890610362978,1.4216846526447247,0.011
1762508130.968,fire,0.82,628.8,369.9,546.6735441600878,365.7142484058807,-0.023,0.116,-0.001,stereo,0.008094245293607921,1.358232552702923,0.001
1762508131.391,fire,0.9,653.9,339.1,571.5932412987036,338.61056961887687,0.017,-0.056,-0.011,stereo,0.007298464006782389,0.7237083331602008,0.011
1762508131.969,fire,0.85,629.4,360.4,537.0715469918176,358.5889700249669,0.056,-0.012,-0.008,stereo,0.012426586144150022,1.1021276572308265,0.008
1762508132.268,fire,0.84,648.0,344.9,566.3540247854497,342.1694563775377,-0.016,-0.062,-0.008,stereo,0.018991811224168716,1.097067565929306,0.008
1762508132.866,fire,0.75,626.8,355.8,,,-0.036,0.01,0.0,plane,,,0.0
1762508133.46,smoke,0.75,646.6,355.3,567.1729208757887,357.1765242051927,-0.037,-0.031,-0.623,stereo,0.019789030685056226,1.6633786278519904,0.623
1762508133.803,fire,0.8,662.2,354.1,573.5280765327485,351.26915519405725,0.026,0.058,-0.005,stereo,0.018736967162013937,2.0614073370857238,0.005
1762508134.35,fire,0.77,631.4,391.8,558.227207185121,390.28271317632357,0.013,0.055,-0.008,stereo,0.009374950215819407,2.0760933838992135,0.008
1762508134.862,fire,0.71,629.1,357.3,545.3577938430063,359.47456385528096,-0.109,0.044,-0.0,stereo,0.014439322081160944,1.8171563917251312,0.0
1762508135.449,fire,0.73,633.3,371.1,548.5011193661161,370.0863318943568,0.051,0.045,-0.004,stereo,0.01436944798846904,0.9827953508112404,0.004
1762508135.804,fire,0.94,637.3,377.5,544.29074548676,377.9175014107743,-0.005,0.043,-0.007,stereo,0.012124530604484093,2.1699678098352377,0.007
1762508136.385,fire,0.79,649.8,353.6,572.3214117987526,352.4882973504002,0.08,-0.043,-0.006,stereo,0.019841603710570373,0.7463392555540482,0.006
1762508136.821,fire,0.89,620.8,344.9,532.9701771657901,349.59922592355855,-0.123,-0.015,-0.011,stereo,0.017360270080873975,1.6533405310152773,0.011
1762508137.103,fire,0.82,655.0,353.4,585.4662842036093,353.14429379509244,-0.023,-0.005,-0.006,stereo,0.011314608763255227,0.9537020610742837,0.006
1762508137.516,fire,0.72,664.6,351.1,583.5335347450587,351.1577642721442,0.042,-0.016,-0.002,stereo,0.017403995100180796,1.3710891276881643,0.002
1762508137.869,fire,0.91,635.4,372.5,560.1534739007798,370.90349615425174,-0.038,0.036,-0.005,stereo,0.009465957826944683,1.7333521786794583,0.005
1762508138.274,fire,0.78,665.9,361.0,578.733541274418,359.47583884467633,0.017,-0.051,-0.011,stereo,0.012544562112731677,0.8300672254647987,0.011
1762508138.692,fire,0.76,632.4,347.4,539.9942694504828,348.00050810639715,-0.082,-0.01,-0.011,stereo,0.017800242196763613,0.8077755032293514,0.011
1762508139.272,fire,0.83,660.9,355.1,567.0088093319049,355.03964902617525,0.053,-0.023,-0.019,stereo,0.006514385404845603,1.5549743553910496,0.019
1762508139.614,fire,0.86,638.2,358.9,566.198037813373,358.87416954645863,-0.001,0.046,-0.02,stereo,0.009583130649503332,1.1303386203451824,0.02
1762508140.143,fire,0.96,651.1,337.6,564.5095540353111,338.90808065580103,-0.023,-0.004,-0.009,stereo,0.02176993762419213,2.177570045081307,0.009
1762508140.659,fire,0.78,649.8,362.6,569.8625856410049,360.8342793860291,-0.011,0.005,-0.009,stereo,0.019608334062741723,1.3694235078706622,0.009
1762508140.934,fire,0.71,634.8,358.2,547.2357807332608,356.77916364385044,-0.018,0.049,-0.004,stereo,0.015705061363126875,1.3670320420161186,0.004
1762508141.31,fire,0.93,638.0,359.7,553.8947394628043,358.56122497532834,-0.035,-0.06,-0.011,stereo,0.013905017658588432,1.1504078682137902,0.011
1762508141.575,fire,0.71,641.0,340.4,552.8574180231624,340.8275766810265,-0.076,-0.005,-0.01,stereo,0.013600359104069771,1.605108936231413,0.01
1762508142.165,fire,0.82,636.3,349.1,546.6087578274208,348.81554402737237,0.024,-0.076,-0.0,stereo,0.018208308748427972,2.1553023588547653,0.0
1762508142.754,fire,0.72,641.3,338.6,550.0635041373876,335.66897495273594,-0.052,0.016,-0.019,stereo,0.013559498841031812,1.464745549085574,0.019
1762508143.246,fire,0.8,620.7,349.4,525.8439550335805,352.5586409933305,-0.038,-0.076,-0.007,stereo,0.01589856979098108,2.0900057321219228,0.007
1762508143.724,fire,0.74,621.0,346.7,524.6291744519312,347.23306685471573,-0.125,-0.055,-0.002,stereo,0.019483711500903556,1.3695842382155643,0.002
1762508144.105,fire,0.93,633.2,351.5,546.3170706352586,351.2982440766907,-0.034,0.026,-0.002,stereo,0.010474181265640484,0.7480653840672657,0.002
1762508144.629,fire,0.73,662.1,364.1,581.0774838565111,363.6454677769278,0.002,-0.008,-0.002,stereo,0.011517300150381406,1.331920191524882,0.002
1762508144.885,fire,0.71,646.0,365.0,561.0502399017589,369.42673417478824,-0.011,-0.025,-0.004,stereo,0.00834789173132244,1.2044287456410427,0.004
1762508145.225,fire,0.92,626.3,375.5,545.0746547537917,375.7924834526098,-0.027,-0.007,-0.006,stereo,0.020881688308001987,1.4536194904464077,0.006
1762508145.711,fire,0.92,640.2,349.0,561.226530671248,348.05772727604636,0.033,-0.038,-0.001,stereo,0.009202934889357754,1.7200524031118372,0.001
1762508146.223,fire,0.79,668.9,342.4,591.7049040829475,343.3871567684996,0.059,-0.085,-0.008,stereo,0.013913603583591247,0.8859070816613167,0.008
1762508146.566,fire,0.91,613.4,346.1,541.0914933669688,346.6031758099129,-0.031,-0.039,-0.002,stereo,0.015809750703906233,0.7211871002152359,0.002
1762508147.141,smoke,0.73,626.6,347.4,542.5033394735905,343.1091670807595,-0.071,-0.001,-0.977,stereo,0.009233828802503466,1.8349741411249232,0.977
1762508147.423,fire,0.84,643.1,367.3,559.5023821892136,367.4587449926519,0.045,0.056,-0.008,stereo,0.007509464042234487,2.1914037687449244,0.008
1762508147.768,fire,0.71,631.8,356.5,552.5510458334954,357.31244770183446,0.009,0.04,-0.002,stereo,0.012283760193628049,1.3376539479884597,0.002
1762508148.356,fire,0.81,643.4,356.6,559.4849808008502,361.0441332702027,-0.02,0.015,-0.011,stereo,0.010107548184562661,2.1546573682465153,0.011
1762508148.786,fire,0.74,652.5,374.2,567.9994010034204,379.594592878024,0.043,-0.012,-0.007,stereo,0.015565696531299258,1.9238518231946413,0.007
1762508149.205,fire,0.87,621.4,367.1,533.3764368670153,368.4860490670897,-0.072,-0.014,-0.009,stereo,0.021996245390629506,1.3830281821652308,0.009
1762508149.573,fire,0.56,631.3,350.1,,,-0.077,0.0,0.0,plane,,,0.0
1762508149.915,fire,0.72,611.8,358.9,534.1790436464519,359.966586653377,-0.017,-0.048,-0.01,stereo,0.010072789034036515,1.2788819371948223,0.01
1762508150.325,fire,0.8,628.7,360.0,542.8374309107058,359.435008821182,-0.044,0.022,-0.006,stereo,0.01286558194350811,1.7474776118028823,0.006
1762508150.876,fire,0.85,640.2,353.0,564.8838137298119,351.4802916421403,0.005,-0.051,-0.011,stereo,0.006582883130926133,1.534285445196684,0.011
1762508151.231,fire,0.81,617.5,358.7,539.2041165516798,358.4989646077789,-0.087,-0.017,-0.012,stereo,0.01733095178814588,1.6157830063207372,0.012
1762508151.829,smoke,0.89,635.5,355.5,552.9701218187981,350.70000602047867,0.043,-0.067,-0.966,stereo,0.012898415314257842,1.597251820061162,0.966
1762508152.153,fire,0.8,645.4,370.0,558.5514417493666,369.1203876449357,0.031,-0.038,-0.006,stereo,0.007284437126464594,1.0940943946222503,0.006
1762508152.657,fire,0.85,646.5,371.1,561.3698377663895,371.8422013427247,0.047,0.132,-0.01,stereo,0.007106239120116185,0.9554786321677434,0.01
1762508153.254,fire,0.89,678.9,351.2,595.3604369648239,349.395944055226,-0.065,-0.036,-0.004,stereo,0.018728408419657634,1.433347452206006,0.004
1762508153.631,fire,0.92,659.6,365.2,572.4373234936833,366.05086846939923,0.149,-0.005,-0.004,stereo,0.01123037363003183,1.1582209185567551,0.004
1762508154.089,fire,0.93,649.6,356.0,575.0111138621551,355.9100518376371,-0.007,-0.002,-0.028,stereo,0.006718085159620426,1.8221064386198391,0.028
1762508154.533,fire,0.79,649.9,353.4,572.6001115800793,354.8862525503444,0.051,0.02,-0.0,stereo,0.020280663916721394,1.9086590475134522,0.0
1762508155.051,fire,0.79,668.8,351.5,586.5370182773833,354.4474300914608,0.11,-0.034,-0.009,stereo,0.020903390868942228,0.8857655229150562,0.009
1762508155.454,fire,0.93,634.5,356.9,550.0677231395098,358.5118821424272,-0.087,-0.031,-0.007,stereo,0.021311545354092472,1.5812826707933114,0.007
