time,class,conf,uL,vL,uR,vR,x,y,z,mode,gap,epi_err,height
1762508107.896,fire,0.91,682.5,379.4,549.5656717425389,377.3195429194087,-0.061,0.002,-0.001,stereo,0.01603552421738782,1.1626586583687515,0.001
1762508108.307,smoke,0.81,720.2,407.1,578.7219398763934,406.95632397104305,0.099,0.106,-1.636,stereo,0.01026337701925768,1.3244664752920976,1.636
1762508108.866,fire,0.96,709.7,384.8,561.7778600843533,383.8976806126318,0.059,0.103,-0.002,stereo,0.012368910768820534,0.9860911811195776,0.002
1762508109.21,fire,0.85,672.0,403.9,532.7420127562714,405.32222131729435,-0.042,0.042,-0.002,stereo,0.008724855889382141,1.1720545462583685,0.002
1762508109.596,fire,0.78,689.8,395.4,548.221685972327,397.51640968385385,-0.032,-0.025,-0.01,stereo,0.010516999960366803,0.5522208471764039,0.01
1762508110.076,fire,0.79,676.5,379.9,534.5287338794826,377.43057583487933,-0.1,0.054,-0.004,stereo,0.00822510675944831,0.7807051635228964,0.004
1762508110.656,fire,0.9,685.7,375.4,540.112515228081,377.1795078894762,-0.0,0.027,-0.007,stereo,0.011584340003285197,0.6417651451375227,0.007
1762508111.13,fire,0.96,690.3,388.9,532.1077426208118,388.3006933224558,-0.048,0.057,-0.003,stereo,0.017944220571435375,0.57002994825075,0.003
1762508111.718,fire,0.91,689.2,354.1,555.1160967688228,353.1421837184097,-0.109,-0.118,-0.004,stereo,0.016824367567654215,0.8433130242890658,0.004
1762508112.095,smoke,0.91,692.9,372.9,535.937378094948,375.58170805412556,-0.068,0.065,-1.777,stereo,0.013492161758405145,0.5441997298913174,1.777
1762508112.59,smoke,0.87,706.4,361.3,563.7205880045336,364.56983018202953,0.071,-0.079,-1.825,stereo,0.006730412547027583,0.5295413546190707,1.825
1762508112.874,fire,0.84,714.4,389.6,571.7149895352152,388.1101825364099,0.09,0.081,-0.005,stereo,0.004050627426989173,0.5688282274307753,0.005
1762508113.361,fire,0.91,742.1,424.5,600.2792606327158,423.73465191593715,0.229,0.264,-0.001,stereo,0.013737728425776979,0.6529055863634918,0.001
1762508113.932,smoke,0.9,681.4,389.4,545.0473919225802,389.30352246714546,-0.066,0.075,-1.803,stereo,0.008509128488144505,1.4880754896959583,1.803
1762508114.38,fire,0.78,719.1,385.5,567.1824655884034,387.19919787634575,0.104,0.059,-0.003,stereo,0.015256016243682944,0.6115785559398631,0.003
1762508114.877,smoke,0.77,680.6,357.8,543.7910385748793,357.95521990832617,-0.156,-0.117,-1.918,stereo,0.012326675048651451,1.2058264458995829,1.918
1762508115.25,fire,0.86,720.6,377.0,574.594255080372,379.04392280399344,0.075,-0.013,-0.0,stereo,0.00989476878193997,0.5991891741384403,0.0
1762508115.522,fire,0.88,731.2,388.4,593.7605425380843,388.9256586479067,0.126,-0.004,-0.001,stereo,0.017991724955427398,1.290558638654977,0.001
1762508116.019,smoke,0.89,712.0,385.8,563.1899894599565,387.5815717944321,0.003,0.084,-1.344,stereo,0.008357123528859133,0.5137122258216703,1.344
1762508116.372,fire,0.89,708.1,385.1,574.7142896032686,384.3351489726488,0.057,-0.007,-0.013,stereo,0.008918895566049696,1.077134260387929,0.013
1762508116.795,fire,0.83,705.5,365.7,561.9644132149139,367.83178600179167,0.011,-0.081,-0.003,stereo,0.005625390310621791,0.5425948613518958,0.003
1762508117.358,fire,0.88,724.1,396.8,586.8240883038713,394.06409832962174,0.174,0.064,-0.008,stereo,0.013063751520264974,0.6485558851477522,0.008
1762508117.8,smoke,0.95,701.0,380.1,558.0873341902968,381.9450412182456,0.054,0.155,-1.755,stereo,0.011795653829190927,0.7229455666544893,1.755
1762508118.233,fire,0.85,701.9,398.4,557.7965406498826,400.65508364461084,0.048,0.012,-0.003,stereo,0.013071487262541035,0.5757101568478703,0.003
1762508118.503,fire,0.95,691.4,379.6,558.1965336220856,379.6871784891,-0.057,-0.014,-0.004,stereo,0.007249126449377029,1.1820346969828375,0.004
1762508118.78,fire,0.95,688.0,383.9,539.2140203295531,384.076924834363,-0.039,0.061,-0.006,stereo,0.011806380275756367,1.5830681142610228,0.006
1762508119.272,fire,0.83,699.7,371.9,562.5230839403845,369.37284765618097,0.0,-0.054,-0.002,stereo,0.0145916574876267,0.8609108901092195,0.002
1762508119.739,fire,0.75,709.5,364.1,567.8559054331658,364.77847396989813,0.141,-0.113,-0.001,stereo,0.008034790216807898,1.3264561533704324,0.001
1762508120.282,fire,0.82,675.5,383.5,526.3116892843333,383.00088231443567,-0.216,-0.007,-0.003,stereo,0.011900146881611411,0.9863634132109449,0.003
1762508120.532,fire,0.91,718.2,346.9,586.8903564435542,346.1544065303545,0.036,-0.162,-0.001,stereo,0.01595883509372989,0.9554303403455985,0.001
1762508120.972,fire,0.92,751.4,387.6,608.2730508989553,389.17374100674397,0.177,0.108,-0.003,stereo,0.014575201577154305,1.1703723053466641,0.003
1762508121.469,fire,0.87,749.3,381.2,609.9955495197053,380.5343917809398,0.225,0.055,-0.004,stereo,0.0042308776256870986,1.0208229421937594,0.004
1762508122.022,fire,0.8,700.5,371.9,552.3389564487803,369.04243514923047,-0.063,-0.11,-0.004,stereo,0.017967071540571804,0.6258898508682431,0.004
1762508122.573,fire,0.83,720.4,363.1,568.7275951464368,362.6700974173397,0.159,-0.084,-0.004,stereo,0.006582243452415778,1.5706835521204963,0.004
1762508122.963,fire,0.94,703.1,360.6,564.5582724569185,361.111081327822,0.088,-0.099,-0.008,stereo,0.005031968967563126,1.3423130182665668,0.008
1762508123.546,fire,0.96,697.3,385.5,551.9561508915546,383.4488494925897,0.012,-0.042,-0.005,stereo,0.01796745626317751,1.456402835558158,0.005
1762508124.007,fire,0.82,700.0,372.4,555.357163112731,369.20236977451316,-0.046,0.04,-0.003,stereo,0.008585169096384088,1.1765268200937107,0.003
1762508124.294,fire,0.83,711.2,387.4,571.193049268886,385.7559013157513,0.065,0.055,-0.001,stereo,0.013414154011035063,1.207002703870205,0.001
1762508124.667,fire,0.89,688.0,389.6,556.339563141999,389.07827377752693,-0.071,0.068,-0.005,stereo,0.006470441980570294,0.5569856272038608,0.005
1762508125.155,fire,0.81,722.7,381.4,575.3488028138958,382.97729467337234,0.132,0.003,-0.005,stereo,0.006977445894640428,1.499180243095756,0.005
1762508125.423,fire,0.85,711.8,384.3,553.8730195440118,384.73312261204063,0.019,-0.006,-0.0,stereo,0.008508477141434729,1.1286673814798038,0.0
1762508125.822,fire,0.79,661.6,401.5,500.63218874250333,404.4204833467514,-0.188,0.148,-0.013,stereo,0.005291606973095216,1.096798478152279,0.013
1762508126.336,fire,0.76,660.6,402.2,521.8052997555517,401.6516157344969,-0.18,0.08,-0.007,stereo,0.016146370118024694,1.3342095042583972,0.007
1762508126.851,fire,0.94,717.7,376.2,574.3846874126061,373.57956591282147,0.075,0.048,-0.002,stereo,0.017466405419160266,0.7738127691831607,0.002
1762508127.352,fire,0.96,721.1,398.5,579.8971270081101,399.05914722623237,0.148,0.129,-0.005,stereo,0.015990944012622285,1.0618321354233662,0.005
1762508127.716,fire,0.95,693.4,379.0,559.20617965298,376.83996208384315,-0.12,0.002,-0.004,stereo,0.016989870625589393,0.6815864622965936,0.004
1762508127.993,smoke,0.81,689.3,370.9,542.4923631562935,370.0029711149454,-0.106,-0.032,-1.236,stereo,0.015093951404692498,1.0404338859698898,1.236
1762508128.44,fire,0.86,719.0,365.6,,,0.093,-0.117,0.0,plane,,,0.0
1762508128.889,fire,0.9,715.7,380.5,574.9581930680858,382.01204414069844,0.101,0.025,-0.002,stereo,0.01281419583061634,1.5292520033378467,0.002
1762508129.234,smoke,0.88,713.8,385.1,575.8796500051807,390.80612885625226,0.05,0.029,-1.466,stereo,0.004435178520112425,1.2952273985611134,1.466
1762508129.712,fire,0.97,704.1,388.5,572.1672505732842,387.0444542865684,0.085,0.028,-0.005,stereo,0.007961713572058379,1.2508157727757498,0.005
1762508130.209,fire,0.97,673.6,355.2,534.024846565954,355.79035566966166,-0.103,-0.127,-0.009,stereo,0.007078460598290863,1.3847210524643563,0.009
1762508130.809,smoke,0.86,713.0,371.4,575.6545912611317,371.26520685230724,-0.029,-0.024,-1.044,stereo,0.006851650887122519,0.6226734783686009,1.044
1762508131.291,fire,0.75,699.0,400.8,559.0145031426738,397.8921773315517,-0.013,0.021,-0.008,stereo,0.017005020239769027,0.7802496665072903,0.008
1762508131.85,fire,0.87,652.4,378.2,510.0841876582113,378.76271833377416,-0.253,-0.035,-0.002,stereo,0.00924114967078599,1.2353437193567856,0.002
1762508132.423,fire,0.94,717.7,385.2,574.5534074864133,384.6919367729802,0.131,0.038,-0.002,stereo,0.0070497220863703905,1.4535262686552635,0.002
1762508132.705,fire,0.88,713.0,374.5,567.4967921021062,374.35381344610045,0.08,0.065,-0.001,stereo,0.00879763452528964,1.214011759105854,0.001
1762508133.163,smoke,0.79,669.2,379.6,534.4210060451486,379.6517208987773,-0.174,0.018,-1.236,stereo,0.017221169068208832,1.2864085781914096,1.236
1762508133.596,fire,0.97,714.6,383.1,576.0727501350354,380.6535236860453,0.009,0.035,-0.009,stereo,0.00600679110944622,1.5492348789451604,0.009
1762508134.192,smoke,0.77,691.1,365.6,549.2960122744556,364.1126928881024,-0.105,-0.143,-0.898,stereo,0.005005688176270521,0.7421441882564044,0.898
1762508134.631,fire,0.98,714.5,360.5,568.8740856432057,365.37055290760617,-0.007,-0.15,-0.008,stereo,0.00899961834255266,1.4370546413211989,0.008
1762508134.958,smoke,0.86,692.5,380.1,546.999884730155,379.4318984339057,-0.093,0.034,-1.604,stereo,0.01033880443157945,0.596511561390899,1.604
1762508135.318,smoke,0.82,710.8,391.4,568.2226235960985,392.3826769095604,0.057,0.131,-1.635,stereo,0.011645952907613489,0.6364217968408851,1.635
1762508135.725,fire,0.84,667.1,379.1,532.5415749168869,378.98892417901635,-0.185,-0.003,-0.016,stereo,0.01729444260061111,1.2359411731359953,0.016
1762508136.038,fire,0.95,693.5,366.7,553.6350205445988,365.5042864372236,-0.084,-0.144,-0.002,stereo,0.007938412434234361,1.2647363053660206,0.002
1762508136.611,fire,0.9,719.2,377.8,574.9085336615072,376.1906243430354,0.065,-0.067,-0.004,stereo,0.014209797414045449,0.8406172330299028,0.004
1762508137.092,fire,0.89,689.4,381.4,547.0973356260787,381.8788994841909,-0.008,0.021,-0.018,stereo,0.013614555419580406,1.495712031834809,0.018
1762508137.645,fire,0.82,706.9,409.3,561.9579770985323,412.29465583603513,0.083,0.13,-0.0,stereo,0.014750003258873354,0.7946631622849869,0.0
1762508138.073,fire,0.86,709.5,382.1,572.1702379533608,383.2757886170188,0.077,-0.026,-0.001,stereo,0.014235951276712835,1.1894978597433332,0.001
1762508138.469,fire,0.75,671.0,372.9,527.1061289553069,372.5927918963449,-0.142,0.009,-0.001,stereo,0.004437373705869097,1.2594489196568475,0.001
1762508138.806,fire,0.87,718.6,381.5,575.5282858864365,380.1632678457334,0.062,0.016,-0.003,stereo,0.016040090972876453,0.9359958173586623,0.003
1762508139.101,smoke,0.84,727.5,361.6,598.5007713620093,360.76038283113445,0.112,-0.037,-1.858,stereo,0.013155820796515637,1.4886985815706097,1.858
1762508139.66,fire,0.86,712.9,392.3,571.3811116751388,393.4107584331688,-0.024,0.089,-0.007,stereo,0.007917141041398427,1.071054862577255,0.007
1762508139.95,smoke,0.77,713.8,387.1,561.2763433442827,388.17153389771084,0.097,0.003,-1.764,stereo,0.01378979132619513,0.8923620796209631,1.764
1762508140.289,fire,0.79,711.4,380.4,563.039845679641,382.37089307521717,0.042,-0.009,-0.008,stereo,0.012444865240711893,0.6941034183317895,0.008
1762508140.839,fire,0.76,710.9,379.5,575.0048981689603,380.1044202860807,0.036,0.069,-0.015,stereo,0.011123103942828737,1.2898064427965574,0.015
1762508141.188,smoke,0.8,685.1,368.2,541.8850398799184,370.28312792245606,-0.052,-0.126,-1.202,stereo,0.007906137247797769,1.5550875929737533,1.202
1762508141.44,fire,0.91,709.6,394.4,563.9406804775862,392.271581381938,0.022,0.093,-0.003,stereo,0.015994313582114863,0.8180136093139613,0.003
1762508141.846,fire,0.89,707.5,376.5,572.4233717127661,378.4901035270584,0.079,0.011,-0.008,stereo,0.012258498462073325,1.390537122560124,0.008
1762508142.186,fire,0.87,656.2,414.5,503.59176404307965,414.5219496938911,-0.175,0.229,-0.003,stereo,0.01278424526150336,1.072390704562015,0.003
1762508142.73,fire,0.75,731.1,408.2,592.9268062952584,409.2587198045955,0.319,0.081,-0.006,stereo,0.011713501817189735,0.5646811636058474,0.006
1762508143.236,fire,0.77,684.3,405.5,537.3871097053039,405.93088401609094,-0.082,0.159,-0.0,stereo,0.005744543557113568,1.1254015405547708,0.0
1762508143.571,fire,0.93,704.2,373.1,551.1153231464432,372.22739780941436,0.045,-0.126,-0.006,stereo,0.008394413188385299,1.034774140121783,0.006
1762508143.889,fire,0.9,696.3,374.3,553.7992016217453,374.95694007406047,0.039,-0.038,-0.01,stereo,0.012267523720200126,0.6866666254660521,0.01
1762508144.368,fire,0.76,691.2,396.3,564.340377507326,395.40694725962396,-0.064,0.166,-0.006,stereo,0.0068142260814858385,1.3363253668961803,0.006
1762508144.675,fire,0.85,707.9,378.3,571.4869392688348,377.9577345968214,0.017,0.046,-0.006,stereo,0.016869109391166703,0.9131665693415725,0.006
1762508144.991,fire,0.76,694.6,380.8,549.3752777501621,380.7359261516091,0.004,-0.023,-0.008,stereo,0.007198110604043979,1.1514278646534426,0.008
1762508145.548,smoke,0.8,718.7,390.9,589.262557098193,388.5024280886289,0.17,0.106,-1.773,stereo,0.00822499607243856,0.5449569887488418,1.773
1762508145.814,fire,0.78,704.0,369.2,556.3211166161577,364.6607383930942,0.04,-0.028,-0.002,stereo,0.008679827764001344,0.6638756065974732,0.002
1762508146.237,fire,0.85,689.2,395.1,542.7288575860312,393.8676566996134,-0.163,0.124,-0.004,stereo,0.007900631828914413,1.2126899121378303,0.004
1762508146.671,fire,0.87,726.4,346.3,582.4924597925113,343.63134797856975,0.229,-0.153,-0.004,stereo,0.005569389253969909,0.8172253737555868,0.004
1762508147.065,fire,0.98,711.6,370.3,571.1207230217135,370.7740200399495,0.061,-0.072,-0.008,stereo,0.010445538219302327,0.6437097816282725,0.008
1762508147.586,smoke,0.92,695.7,380.4,565.0001906126288,380.1214339610835,0.016,-0.036,-1.551,stereo,0.0074337218035301945,0.5932522170494692,1.551
1762508147.885,fire,0.92,675.4,361.5,527.640876588689,358.6822574949851,-0.132,-0.167,-0.0,stereo,0.005260770528950236,1.2328388818359177,0.0
1762508148.223,fire,0.76,714.2,358.6,564.2040851954421,358.50026997019006,0.02,-0.102,-0.009,stereo,0.013565872603251178,0.5017939323928514,0.009
1762508148.579,fire,0.93,701.4,420.0,560.8695990323127,418.83567473309216,0.018,0.219,-0.0,stereo,0.004520249265471001,1.1091383036917488,0.0
1762508149.006,fire,0.79,695.8,370.2,543.1257030716972,368.87968007352777,0.005,-0.036,-0.004,stereo,0.01773767151041584,1.2392172945295457,0.004
1762508149.601,fire,0.9,687.5,372.7,540.5414586745038,376.2316265924828,-0.108,-0.073,-0.008,stereo,0.009563266075722958,1.1853937832172434,0.008
1762508150.007,fire,0.91,714.3,385.4,577.953901166551,386.9149219363508,0.021,-0.019,-0.005,stereo,0.008014838950644127,0.6496301897429971,0.005
1762508150.377,fire,0.8,700.9,352.5,564.1001316276667,352.1974742800383,0.008,-0.086,-0.009,stereo,0.007797837017911878,1.2133635282456519,0.009
1762508150.671,fire,0.79,679.0,385.5,541.3546217958504,383.2432581409068,-0.071,0.08,-0.002,stereo,0.01049186415175972,1.428854901325168,0.002
1762508151.227,smoke,0.85,708.9,390.8,567.9082270136622,391.5456659455278,0.134,0.135,-1.708,stereo,0.009719233381901966,1.3919886275673563,1.708
1762508151.577,fire,0.79,702.7,386.4,552.117121790544,386.7385701920869,0.046,0.054,-0.001,stereo,0.014320124454040767,1.5966003670710445,0.001
1762508151.947,fire,0.95,683.9,360.7,534.853353239088,362.25385614539414,-0.073,-0.032,-0.002,stereo,0.01486016139631189,1.5752565825418243,0.002
1762508152.353,fire,0.78,735.2,376.8,588.6278143879438,376.0904717395535,0.192,0.043,-0.015,stereo,0.012265168900576924,1.0572722537358388,0.015
1762508152.842,fire,0.81,720.7,367.8,580.3207859288467,366.9720339877568,0.07,-0.088,-0.013,stereo,0.007313462620818256,1.5002314472042977,0.013
1762508153.219,smoke,0.78,717.3,395.0,578.3452855777372,393.62927983957536,0.035,-0.013,-1.13,stereo,0.00555126153045695,0.716340108917126,1.13
1762508153.544,fire,0.96,685.5,378.4,536.4808151524081,378.30987555586347,-0.114,-0.011,-0.006,stereo,0.007814840289640785,1.224698443499163,0.006
1762508154.133,fire,0.9,699.1,376.7,557.1598267897527,373.473954088468,-0.023,0.012,-0.006,stereo,0.017967080317701146,1.5079322373064794,0.006
1762508154.456,fire,0.82,678.3,385.1,535.5353943711937,385.82796260288234,-0.069,-0.022,-0.009,stereo,0.015797089369387486,1.3338019416466813,0.009
1762508154.881,smoke,0.86,663.6,370.1,513.7916596634569,370.6617254170779,-0.219,-0.055,-1.708,stereo,0.009992394542143606,0.5175079333436821,1.708
1762508155.39,fire,0.88,696.3,392.3,549.3465531540041,390.6433377899555,0.009,0.083,-0.004,stereo,0.012310584678451515,0.8293073776897286,0.004
1762508155.911,fire,0.94,704.5,352.7,560.3972143152431,353.1690265626732,0.079,-0.153,-0.008,stereo,0.005930594153767514,1.221507008171269,0.008
1762508156.202,fire,0.92,698.0,389.6,549.2821037890855,389.050327509823,-0.016,0.043,-0.001,stereo,0.007800151845901267,1.3527104518445916,0.001
1762508156.661,fire,0.8,709.3,361.1,553.6836714390371,361.42027561843435,0.089,-0.144,-0.004,stereo,0.009425007497542756,0.8998146017030216,0.004
1762508157.222,fire,0.83,716.2,396.5,566.0212235413169,395.8415629568525,0.114,0.071,-0.006,stereo,0.010732713570540727,0.7429667183344942,0.006
1762508157.585,fire,0.86,702.0,357.0,566.2228875324715,360.9515105711508,0.039,-0.201,-0.025,stereo,0.010518519140097063,0.9261322227407891,0.025
1762508158.055,fire,0.92,693.3,378.2,546.2944908737841,380.19650729083946,-0.057,-0.075,-0.016,stereo,0.014033315186503402,0.8153612280027829,0.016
1762508158.58,fire,0.81,703.3,396.4,561.615159630388,393.6695046271131,-0.007,0.049,-0.012,stereo,0.011441066245798479,1.3807390019553627,0.012
1762508158.915,fire,0.91,664.2,354.0,522.1507125253441,352.4826468818998,-0.28,-0.181,-0.01,stereo,0.0062224801227266854,0.6749789303102525,0.01
1762508159.485,fire,0.75,722.4,372.1,577.8708573138528,371.687329324408,0.214,-0.128,-0.002,stereo,0.010511426998497341,0.7291079938793856,0.002
1762508159.813,fire,0.8,716.3,369.5,570.2568398551027,368.82107818918047,0.189,-0.048,-0.01,stereo,0.013852777308724695,0.8908958573915984,0.01
1762508160.249,smoke,0.86,713.4,366.4,566.7358600699662,365.8289289599104,0.089,-0.086,-1.668,stereo,0.013826344085804278,0.9431232739927053,1.668
1762508160.612,fire,0.92,678.7,388.8,528.0933310502282,387.8768528785868,-0.21,0.047,-0.0,stereo,0.01289011082205129,1.1701185520875437,0.0
1762508161.001,fire,0.76,684.0,387.9,549.2137237886824,388.06057603077886,-0.166,0.037,-0.002,stereo,0.007370401349338715,0.6658185829037029,0.002
1762508161.271,fire,0.98,729.5,404.1,580.8326904101034,402.2275239922567,0.234,0.147,-0.003,stereo,0.011689778622423291,1.1045971917625717,0.003
1762508161.599,smoke,0.79,692.1,373.8,539.8099751637197,374.5059670784536,-0.041,0.011,-1.939,stereo,0.010338512239792,1.0563070559027912,1.939
1762508162.114,fire,0.78,701.6,365.5,554.5750187463163,364.5530949936105,-0.025,-0.066,-0.003,stereo,0.01712304450210298,0.8195173678717873,0.003
1762508162.465,fire,0.83,677.4,379.1,532.5348076114318,377.6968811485973,-0.084,0.005,-0.014,stereo,0.015556563665718674,0.9955937860628254,0.014
1762508162.909,fire,0.94,672.9,371.2,534.1228061311614,373.3676929937829,-0.153,-0.005,-0.0,stereo,0.012716815437131112,0.8375172238601243,0.0
1762508163.377,fire,0.76,659.0,369.9,515.0384569564936,367.35222015929963,-0.275,0.033,-0.003,stereo,0.004558398437984016,0.7501300401851334,0.003
1762508163.833,fire,0.69,697.5,368.4,,,0.029,-0.152,0.0,plane,,,0.0
1762508164.144,fire,0.82,669.3,367.7,519.6598733014267,363.4089724826506,-0.085,-0.016,-0.008,stereo,0.01275955906364525,1.4209312363478204,0.008
1762508164.607,smoke,0.79,699.8,372.8,555.7031341694869,370.69225180526445,0.039,-0.085,-1.535,stereo,0.011426651725592854,1.484409670624073,1.535
1762508165.182,fire,0.67,696.6,385.4,,,-0.013,0.069,0.0,plane,,,0.0
